OpportunityName,AccountName,StageName,CloseDate,Amount
Opportunity_23279,Account_23279,Proposal/Price Quote,2026-04-27,63159
Opportunity_23280,Account_23280,Negotiation/Review,2026-10-20,2862
Opportunity_23281,Account_23281,Proposal/Price Quote,2026-01-24,99926
Opportunity_23282,Account_23282,Proposal/Price Quote,2026-05-09,94471
Opportunity_23283,Account_23283,Closed Won,2026-04-24,81101
Opportunity_23284,Account_23284,Proposal/Price Quote,2025-12-21,81456
Opportunity_23285,Account_23285,Proposal/Price Quote,2026-04-14,42613
Opportunity_23286,Account_23286,Negotiation/Review,2026-10-19,31910
Opportunity_23287,Account_23287,Qualification,2026-11-08,58256
Opportunity_23288,Account_23288,Qualification,2026-04-30,17251
Opportunity_23289,Account_23289,Negotiation/Review,2026-06-20,16242
Opportunity_23290,Account_23290,Closed Won,2026-10-27,70408
Opportunity_23291,Account_23291,Closed Lost,2026-03-04,64611
Opportunity_23292,Account_23292,Qualification,2026-11-28,29797
Opportunity_23293,Account_23293,Closed Lost,2026-09-09,20718
Opportunity_23294,Account_23294,Closed Lost,2026-03-22,83656
Opportunity_23295,Account_23295,Qualification,2026-03-08,64143
Opportunity_23296,Account_23296,Closed Won,2026-08-12,37665
Opportunity_23297,Account_23297,Proposal/Price Quote,2026-05-23,61544
Opportunity_23298,Account_23298,Proposal/Price Quote,2026-06-21,88696
Opportunity_23299,Account_23299,Closed Won,2026-04-17,70151
Opportunity_23300,Account_23300,Qualification,2025-12-08,9160
Opportunity_23301,Account_23301,Negotiation/Review,2026-09-27,92926
Opportunity_23302,Account_23302,Proposal/Price Quote,2025-12-20,49152
Opportunity_23303,Account_23303,Closed Won,2026-03-06,22708
Opportunity_23304,Account_23304,Proposal/Price Quote,2026-07-08,93885
Opportunity_23305,Account_23305,Negotiation/Review,2026-01-07,67414
Opportunity_23306,Account_23306,Proposal/Price Quote,2026-03-20,97988
Opportunity_23307,Account_23307,Proposal/Price Quote,2026-08-16,74543
Opportunity_23308,Account_23308,Closed Won,2026-04-11,18206
Opportunity_23309,Account_23309,Closed Won,2026-09-17,61039
Opportunity_23310,Account_23310,Closed Won,2026-06-05,20773
Opportunity_23311,Account_23311,Qualification,2026-02-17,69639
Opportunity_23312,Account_23312,Negotiation/Review,2026-11-19,63264
Opportunity_23313,Account_23313,Closed Won,2026-03-27,52705
Opportunity_23314,Account_23314,Closed Won,2026-08-30,10740
Opportunity_23315,Account_23315,Closed Won,2026-05-04,3210
Opportunity_23316,Account_23316,Qualification,2026-06-09,91712
Opportunity_23317,Account_23317,Closed Lost,2026-09-11,18025
Opportunity_23318,Account_23318,Closed Won,2026-06-06,35054
Opportunity_23319,Account_23319,Qualification,2025-12-27,61532
Opportunity_23320,Account_23320,Negotiation/Review,2026-01-18,95820
Opportunity_23321,Account_23321,Negotiation/Review,2025-12-31,24991
Opportunity_23322,Account_23322,Closed Won,2025-12-28,83404
Opportunity_23323,Account_23323,Closed Won,2026-06-16,2232
Opportunity_23324,Account_23324,Proposal/Price Quote,2026-07-05,65993
Opportunity_23325,Account_23325,Proposal/Price Quote,2026-04-23,97079
Opportunity_23326,Account_23326,Closed Won,2026-01-16,92727
Opportunity_23327,Account_23327,Proposal/Price Quote,2026-03-02,14516
Opportunity_23328,Account_23328,Closed Won,2026-01-18,16122
Opportunity_23329,Account_23329,Closed Won,2026-07-26,57609
Opportunity_23330,Account_23330,Qualification,2026-07-24,68716
Opportunity_23331,Account_23331,Proposal/Price Quote,2025-12-16,10048
Opportunity_23332,Account_23332,Closed Lost,2026-07-23,10446
Opportunity_23333,Account_23333,Proposal/Price Quote,2026-08-08,26426
Opportunity_23334,Account_23334,Qualification,2026-03-08,85172
Opportunity_23335,Account_23335,Closed Lost,2026-02-06,5121
Opportunity_23336,Account_23336,Qualification,2026-05-08,38339
Opportunity_23337,Account_23337,Qualification,2026-10-16,97500
Opportunity_23338,Account_23338,Negotiation/Review,2026-03-02,34626
Opportunity_23339,Account_23339,Qualification,2026-01-13,53596
Opportunity_23340,Account_23340,Closed Lost,2026-06-27,65981
Opportunity_23341,Account_23341,Qualification,2026-04-07,65254
Opportunity_23342,Account_23342,Negotiation/Review,2026-06-13,77998
Opportunity_23343,Account_23343,Closed Lost,2026-08-20,18816
Opportunity_23344,Account_23344,Closed Lost,2026-06-18,26379
Opportunity_23345,Account_23345,Closed Won,2026-07-21,87753
Opportunity_23346,Account_23346,Proposal/Price Quote,2025-12-20,84744
Opportunity_23347,Account_23347,Negotiation/Review,2026-09-12,58333
Opportunity_23348,Account_23348,Closed Lost,2025-12-09,94440
Opportunity_23349,Account_23349,Closed Lost,2026-07-28,22547
Opportunity_23350,Account_23350,Closed Lost,2026-02-17,82262
Opportunity_23351,Account_23351,Proposal/Price Quote,2026-05-19,56218
Opportunity_23352,Account_23352,Closed Won,2026-08-09,35066
Opportunity_23353,Account_23353,Proposal/Price Quote,2026-08-18,28625
Opportunity_23354,Account_23354,Closed Won,2026-04-08,42925
Opportunity_23355,Account_23355,Qualification,2026-08-31,99165
Opportunity_23356,Account_23356,Proposal/Price Quote,2026-10-24,97103
Opportunity_23357,Account_23357,Closed Lost,2026-04-04,92145
Opportunity_23358,Account_23358,Closed Lost,2026-03-11,72760
Opportunity_23359,Account_23359,Proposal/Price Quote,2026-09-13,2247
Opportunity_23360,Account_23360,Qualification,2026-03-21,67558
Opportunity_23361,Account_23361,Closed Won,2025-12-04,51738
Opportunity_23362,Account_23362,Qualification,2026-06-14,2327
Opportunity_23363,Account_23363,Proposal/Price Quote,2026-01-15,84223
Opportunity_23364,Account_23364,Closed Lost,2026-06-23,87951
Opportunity_23365,Account_23365,Qualification,2025-12-15,14444
Opportunity_23366,Account_23366,Qualification,2025-12-18,65159
Opportunity_23367,Account_23367,Negotiation/Review,2026-09-08,77484
Opportunity_23368,Account_23368,Qualification,2025-12-20,45345
Opportunity_23369,Account_23369,Qualification,2026-04-05,13707
Opportunity_23370,Account_23370,Closed Lost,2026-10-17,19870
Opportunity_23371,Account_23371,Qualification,2026-08-09,20847
Opportunity_23372,Account_23372,Negotiation/Review,2026-11-08,61532
Opportunity_23373,Account_23373,Closed Won,2026-05-19,72587
Opportunity_23374,Account_23374,Closed Lost,2026-06-22,71103
Opportunity_23375,Account_23375,Proposal/Price Quote,2026-05-05,79505
Opportunity_23376,Account_23376,Closed Lost,2026-10-05,21404
Opportunity_23377,Account_23377,Negotiation/Review,2026-11-04,88434
Opportunity_23378,Account_23378,Closed Won,2026-06-23,6406
Opportunity_23379,Account_23379,Closed Won,2026-03-28,48790
Opportunity_23380,Account_23380,Negotiation/Review,2026-06-19,64845
Opportunity_23381,Account_23381,Negotiation/Review,2026-10-08,51842
Opportunity_23382,Account_23382,Negotiation/Review,2026-08-26,52471
Opportunity_23383,Account_23383,Negotiation/Review,2026-08-15,19602
Opportunity_23384,Account_23384,Closed Won,2026-03-23,48990
Opportunity_23385,Account_23385,Negotiation/Review,2026-09-30,54711
Opportunity_23386,Account_23386,Closed Won,2026-08-23,79461
Opportunity_23387,Account_23387,Proposal/Price Quote,2026-08-24,39663
Opportunity_23388,Account_23388,Qualification,2026-05-25,61079
Opportunity_23389,Account_23389,Closed Lost,2026-10-17,79492
Opportunity_23390,Account_23390,Proposal/Price Quote,2025-12-07,20503
Opportunity_23391,Account_23391,Closed Lost,2025-12-17,66937
Opportunity_23392,Account_23392,Closed Lost,2026-08-11,17647
Opportunity_23393,Account_23393,Closed Won,2026-08-20,78145
Opportunity_23394,Account_23394,Proposal/Price Quote,2026-05-18,80582
Opportunity_23395,Account_23395,Negotiation/Review,2026-07-18,56256
Opportunity_23396,Account_23396,Negotiation/Review,2026-11-23,55995
Opportunity_23397,Account_23397,Qualification,2026-06-06,40008
Opportunity_23398,Account_23398,Closed Won,2025-12-19,42834
Opportunity_23399,Account_23399,Proposal/Price Quote,2026-07-24,64777
Opportunity_23400,Account_23400,Proposal/Price Quote,2025-12-27,36723
Opportunity_23401,Account_23401,Negotiation/Review,2026-09-20,11309
Opportunity_23402,Account_23402,Proposal/Price Quote,2025-12-31,47904
Opportunity_23403,Account_23403,Negotiation/Review,2026-04-19,76280
Opportunity_23404,Account_23404,Qualification,2026-08-30,62149
Opportunity_23405,Account_23405,Closed Lost,2026-04-12,3330
Opportunity_23406,Account_23406,Qualification,2026-02-06,99732
Opportunity_23407,Account_23407,Closed Lost,2026-09-26,93808
Opportunity_23408,Account_23408,Qualification,2025-12-05,24143
Opportunity_23409,Account_23409,Qualification,2025-12-22,14198
Opportunity_23410,Account_23410,Proposal/Price Quote,2026-11-11,72372
Opportunity_23411,Account_23411,Closed Lost,2026-06-19,1506
Opportunity_23412,Account_23412,Closed Lost,2026-02-16,36471
Opportunity_23413,Account_23413,Closed Lost,2026-02-25,85159
Opportunity_23414,Account_23414,Qualification,2026-10-28,9032
Opportunity_23415,Account_23415,Closed Lost,2026-07-10,30868
Opportunity_23416,Account_23416,Qualification,2026-05-21,61650
Opportunity_23417,Account_23417,Qualification,2026-03-24,31772
Opportunity_23418,Account_23418,Closed Won,2026-04-19,19816
Opportunity_23419,Account_23419,Qualification,2026-08-17,77884
Opportunity_23420,Account_23420,Negotiation/Review,2026-01-15,58899
Opportunity_23421,Account_23421,Closed Lost,2025-12-25,95588
Opportunity_23422,Account_23422,Closed Lost,2026-04-04,39095
Opportunity_23423,Account_23423,Qualification,2026-08-28,5548
Opportunity_23424,Account_23424,Negotiation/Review,2026-10-23,62651
Opportunity_23425,Account_23425,Negotiation/Review,2026-08-24,89997
Opportunity_23426,Account_23426,Closed Lost,2026-09-25,58205
Opportunity_23427,Account_23427,Closed Won,2026-06-21,79070
Opportunity_23428,Account_23428,Closed Lost,2026-04-23,44404
Opportunity_23429,Account_23429,Proposal/Price Quote,2026-06-11,63518
Opportunity_23430,Account_23430,Negotiation/Review,2025-12-27,10131
Opportunity_23431,Account_23431,Closed Won,2026-09-14,99741
Opportunity_23432,Account_23432,Qualification,2026-03-14,22919
Opportunity_23433,Account_23433,Negotiation/Review,2026-02-12,17610
Opportunity_23434,Account_23434,Closed Lost,2026-04-30,85044
Opportunity_23435,Account_23435,Negotiation/Review,2026-09-10,72675
Opportunity_23436,Account_23436,Closed Lost,2026-10-17,93602
Opportunity_23437,Account_23437,Negotiation/Review,2026-07-15,13852
Opportunity_23438,Account_23438,Proposal/Price Quote,2026-10-15,81576
Opportunity_23439,Account_23439,Closed Lost,2026-11-29,23054
Opportunity_23440,Account_23440,Closed Won,2026-10-13,43440
Opportunity_23441,Account_23441,Closed Lost,2026-08-06,77524
Opportunity_23442,Account_23442,Negotiation/Review,2026-03-05,64696
Opportunity_23443,Account_23443,Closed Lost,2026-03-14,94392
Opportunity_23444,Account_23444,Qualification,2026-04-06,90355
Opportunity_23445,Account_23445,Proposal/Price Quote,2026-09-15,91933
Opportunity_23446,Account_23446,Qualification,2026-04-11,54471
Opportunity_23447,Account_23447,Negotiation/Review,2026-04-18,7862
Opportunity_23448,Account_23448,Closed Won,2026-11-05,3918
Opportunity_23449,Account_23449,Closed Won,2026-01-19,46188
Opportunity_23450,Account_23450,Closed Won,2026-06-23,27741
Opportunity_23451,Account_23451,Negotiation/Review,2026-04-24,86839
Opportunity_23452,Account_23452,Closed Won,2026-02-23,23949
Opportunity_23453,Account_23453,Closed Lost,2026-04-22,60316
Opportunity_23454,Account_23454,Proposal/Price Quote,2026-11-04,98313
Opportunity_23455,Account_23455,Closed Lost,2025-12-07,58762
Opportunity_23456,Account_23456,Closed Lost,2026-11-28,12650
Opportunity_23457,Account_23457,Qualification,2026-05-24,59519
Opportunity_23458,Account_23458,Closed Won,2026-03-29,62685
Opportunity_23459,Account_23459,Negotiation/Review,2026-04-27,12412
Opportunity_23460,Account_23460,Proposal/Price Quote,2026-07-08,57231
Opportunity_23461,Account_23461,Closed Lost,2026-02-16,92668
Opportunity_23462,Account_23462,Closed Lost,2026-07-14,35732
Opportunity_23463,Account_23463,Qualification,2026-04-30,16115
Opportunity_23464,Account_23464,Qualification,2026-07-14,22707
Opportunity_23465,Account_23465,Closed Lost,2026-09-11,97082
Opportunity_23466,Account_23466,Closed Lost,2025-12-29,38799
Opportunity_23467,Account_23467,Closed Lost,2026-11-22,91623
Opportunity_23468,Account_23468,Qualification,2025-12-18,87034
Opportunity_23469,Account_23469,Closed Won,2026-05-31,81824
Opportunity_23470,Account_23470,Proposal/Price Quote,2026-03-25,13541
Opportunity_23471,Account_23471,Qualification,2026-04-29,88335
Opportunity_23472,Account_23472,Qualification,2026-03-21,98423
Opportunity_23473,Account_23473,Closed Won,2026-08-18,3086
Opportunity_23474,Account_23474,Negotiation/Review,2026-08-27,94235
Opportunity_23475,Account_23475,Proposal/Price Quote,2026-02-13,21523
Opportunity_23476,Account_23476,Closed Lost,2026-09-28,87071
Opportunity_23477,Account_23477,Qualification,2026-10-31,35161
Opportunity_23478,Account_23478,Negotiation/Review,2026-10-07,68843
Opportunity_23479,Account_23479,Qualification,2026-10-19,7202
Opportunity_23480,Account_23480,Negotiation/Review,2026-01-11,23756
Opportunity_23481,Account_23481,Closed Won,2026-07-05,32884
Opportunity_23482,Account_23482,Proposal/Price Quote,2026-06-30,16374
Opportunity_23483,Account_23483,Negotiation/Review,2026-03-07,90576
Opportunity_23484,Account_23484,Closed Lost,2026-05-09,77694
Opportunity_23485,Account_23485,Closed Lost,2026-09-11,21882
Opportunity_23486,Account_23486,Negotiation/Review,2026-11-09,64318
Opportunity_23487,Account_23487,Proposal/Price Quote,2026-01-30,70281
Opportunity_23488,Account_23488,Closed Lost,2026-05-01,62153
Opportunity_23489,Account_23489,Closed Lost,2026-01-04,67730
Opportunity_23490,Account_23490,Negotiation/Review,2026-06-30,16379
Opportunity_23491,Account_23491,Closed Lost,2026-05-06,71865
Opportunity_23492,Account_23492,Qualification,2025-12-09,95229
Opportunity_23493,Account_23493,Closed Won,2026-08-24,36648
Opportunity_23494,Account_23494,Qualification,2026-03-26,75592
Opportunity_23495,Account_23495,Closed Lost,2026-03-17,56889
Opportunity_23496,Account_23496,Negotiation/Review,2026-10-10,53186
Opportunity_23497,Account_23497,Qualification,2025-12-25,62805
Opportunity_23498,Account_23498,Closed Lost,2026-10-30,30403
Opportunity_23499,Account_23499,Negotiation/Review,2026-05-13,91351
Opportunity_23500,Account_23500,Qualification,2026-06-19,51053
Opportunity_23501,Account_23501,Proposal/Price Quote,2026-03-20,4343
Opportunity_23502,Account_23502,Closed Won,2025-12-31,31203
Opportunity_23503,Account_23503,Qualification,2026-03-04,39366
Opportunity_23504,Account_23504,Qualification,2026-03-23,6179
Opportunity_23505,Account_23505,Negotiation/Review,2026-11-18,54441
Opportunity_23506,Account_23506,Qualification,2025-12-15,76760
Opportunity_23507,Account_23507,Closed Lost,2026-03-27,52300
Opportunity_23508,Account_23508,Qualification,2026-03-15,81645
Opportunity_23509,Account_23509,Qualification,2026-04-06,81277
Opportunity_23510,Account_23510,Closed Lost,2026-04-07,70961
Opportunity_23511,Account_23511,Negotiation/Review,2026-05-13,15023
Opportunity_23512,Account_23512,Proposal/Price Quote,2026-04-15,31814
Opportunity_23513,Account_23513,Negotiation/Review,2026-02-04,73336
Opportunity_23514,Account_23514,Negotiation/Review,2026-04-11,64456
Opportunity_23515,Account_23515,Closed Won,2026-08-09,71668
Opportunity_23516,Account_23516,Closed Won,2026-10-24,27552
Opportunity_23517,Account_23517,Closed Won,2026-06-13,4353
Opportunity_23518,Account_23518,Negotiation/Review,2026-07-24,5215
Opportunity_23519,Account_23519,Proposal/Price Quote,2026-04-05,8888
Opportunity_23520,Account_23520,Negotiation/Review,2026-10-20,84312
Opportunity_23521,Account_23521,Proposal/Price Quote,2026-09-27,37095
Opportunity_23522,Account_23522,Closed Lost,2026-05-14,66750
Opportunity_23523,Account_23523,Proposal/Price Quote,2026-02-07,68425
Opportunity_23524,Account_23524,Negotiation/Review,2026-07-08,98371
Opportunity_23525,Account_23525,Proposal/Price Quote,2026-01-22,53907
Opportunity_23526,Account_23526,Negotiation/Review,2026-05-29,42333
Opportunity_23527,Account_23527,Closed Won,2026-03-23,6477
Opportunity_23528,Account_23528,Closed Won,2026-03-15,8460
Opportunity_23529,Account_23529,Closed Won,2026-07-01,66168
Opportunity_23530,Account_23530,Negotiation/Review,2026-10-06,36001
Opportunity_23531,Account_23531,Negotiation/Review,2026-11-19,94232
Opportunity_23532,Account_23532,Closed Lost,2026-03-01,19566
Opportunity_23533,Account_23533,Closed Lost,2026-02-17,32948
Opportunity_23534,Account_23534,Qualification,2026-09-20,39586
Opportunity_23535,Account_23535,Closed Won,2026-07-30,81158
Opportunity_23536,Account_23536,Qualification,2026-08-28,77869
Opportunity_23537,Account_23537,Negotiation/Review,2026-04-10,45079
Opportunity_23538,Account_23538,Proposal/Price Quote,2025-12-30,38703
Opportunity_23539,Account_23539,Negotiation/Review,2026-02-26,2348
Opportunity_23540,Account_23540,Negotiation/Review,2025-12-15,83039
Opportunity_23541,Account_23541,Closed Won,2026-07-25,7871
Opportunity_23542,Account_23542,Qualification,2026-04-29,24169
Opportunity_23543,Account_23543,Negotiation/Review,2025-12-17,75607
Opportunity_23544,Account_23544,Closed Won,2026-08-31,44627
Opportunity_23545,Account_23545,Proposal/Price Quote,2026-03-29,46880
Opportunity_23546,Account_23546,Negotiation/Review,2026-10-31,1043
Opportunity_23547,Account_23547,Proposal/Price Quote,2026-07-07,55894
Opportunity_23548,Account_23548,Proposal/Price Quote,2026-02-20,50188
Opportunity_23549,Account_23549,Proposal/Price Quote,2026-03-22,33000
Opportunity_23550,Account_23550,Closed Lost,2026-03-02,55335
Opportunity_23551,Account_23551,Closed Lost,2025-12-04,1716
Opportunity_23552,Account_23552,Negotiation/Review,2026-11-28,75561
Opportunity_23553,Account_23553,Closed Won,2026-11-24,60847
Opportunity_23554,Account_23554,Closed Won,2026-05-21,51272
Opportunity_23555,Account_23555,Negotiation/Review,2026-11-16,5866
Opportunity_23556,Account_23556,Qualification,2025-12-26,93151
Opportunity_23557,Account_23557,Proposal/Price Quote,2025-12-26,22478
Opportunity_23558,Account_23558,Qualification,2026-03-01,17767
Opportunity_23559,Account_23559,Negotiation/Review,2026-08-18,90452
Opportunity_23560,Account_23560,Closed Won,2026-11-07,97073
Opportunity_23561,Account_23561,Proposal/Price Quote,2026-08-30,89375
Opportunity_23562,Account_23562,Negotiation/Review,2025-12-18,14577
Opportunity_23563,Account_23563,Closed Lost,2026-02-28,32212
Opportunity_23564,Account_23564,Negotiation/Review,2026-11-27,13630
Opportunity_23565,Account_23565,Proposal/Price Quote,2026-08-31,39597
Opportunity_23566,Account_23566,Qualification,2026-08-23,98122
Opportunity_23567,Account_23567,Proposal/Price Quote,2026-05-07,14204
Opportunity_23568,Account_23568,Closed Lost,2026-08-08,40448
Opportunity_23569,Account_23569,Negotiation/Review,2025-12-12,24009
Opportunity_23570,Account_23570,Negotiation/Review,2026-04-10,89530
Opportunity_23571,Account_23571,Proposal/Price Quote,2026-05-12,72514
Opportunity_23572,Account_23572,Qualification,2026-05-30,34092
Opportunity_23573,Account_23573,Qualification,2026-02-06,48234
Opportunity_23574,Account_23574,Proposal/Price Quote,2026-11-12,85401
Opportunity_23575,Account_23575,Proposal/Price Quote,2026-05-08,12881
Opportunity_23576,Account_23576,Closed Won,2026-10-16,13646
Opportunity_23577,Account_23577,Closed Won,2026-10-15,60586
Opportunity_23578,Account_23578,Closed Won,2026-08-21,99040
Opportunity_23579,Account_23579,Negotiation/Review,2026-08-13,69601
Opportunity_23580,Account_23580,Qualification,2026-07-21,20609
Opportunity_23581,Account_23581,Proposal/Price Quote,2026-03-28,71257
Opportunity_23582,Account_23582,Qualification,2026-06-21,24241
Opportunity_23583,Account_23583,Qualification,2026-11-13,27433
Opportunity_23584,Account_23584,Closed Lost,2025-12-21,21474
Opportunity_23585,Account_23585,Negotiation/Review,2026-04-21,32529
Opportunity_23586,Account_23586,Closed Lost,2026-11-28,9496
Opportunity_23587,Account_23587,Closed Won,2026-10-13,1469
Opportunity_23588,Account_23588,Closed Won,2026-07-20,2405
Opportunity_23589,Account_23589,Closed Lost,2026-01-18,54070
Opportunity_23590,Account_23590,Closed Won,2026-10-17,43942
Opportunity_23591,Account_23591,Proposal/Price Quote,2026-06-13,17186
Opportunity_23592,Account_23592,Qualification,2026-09-24,89470
Opportunity_23593,Account_23593,Closed Lost,2026-08-15,54507
Opportunity_23594,Account_23594,Closed Won,2026-10-21,69065
Opportunity_23595,Account_23595,Qualification,2026-04-14,35089
Opportunity_23596,Account_23596,Proposal/Price Quote,2026-07-22,78251
Opportunity_23597,Account_23597,Proposal/Price Quote,2026-04-08,92325
Opportunity_23598,Account_23598,Qualification,2026-11-04,98256
Opportunity_23599,Account_23599,Closed Lost,2026-05-24,96634
Opportunity_23600,Account_23600,Negotiation/Review,2026-02-12,8817
Opportunity_23601,Account_23601,Negotiation/Review,2026-04-20,67947
Opportunity_23602,Account_23602,Proposal/Price Quote,2026-04-05,52008
Opportunity_23603,Account_23603,Proposal/Price Quote,2026-01-05,97601
Opportunity_23604,Account_23604,Qualification,2026-05-26,76214
Opportunity_23605,Account_23605,Closed Lost,2026-02-24,98258
Opportunity_23606,Account_23606,Closed Won,2026-06-13,81086
Opportunity_23607,Account_23607,Closed Won,2026-03-28,34919
Opportunity_23608,Account_23608,Negotiation/Review,2026-11-12,60092
Opportunity_23609,Account_23609,Closed Won,2026-09-07,49606
Opportunity_23610,Account_23610,Negotiation/Review,2026-03-16,65578
Opportunity_23611,Account_23611,Closed Lost,2026-06-19,88224
Opportunity_23612,Account_23612,Negotiation/Review,2026-02-08,63634
Opportunity_23613,Account_23613,Closed Won,2026-07-31,71955
Opportunity_23614,Account_23614,Qualification,2026-11-05,53323
Opportunity_23615,Account_23615,Closed Lost,2026-09-07,31578
Opportunity_23616,Account_23616,Closed Lost,2026-09-15,17308
Opportunity_23617,Account_23617,Closed Lost,2026-06-13,92485
Opportunity_23618,Account_23618,Closed Lost,2026-04-08,20142
Opportunity_23619,Account_23619,Closed Lost,2025-12-24,97146
Opportunity_23620,Account_23620,Closed Won,2026-06-08,51317
Opportunity_23621,Account_23621,Negotiation/Review,2026-08-28,59202
Opportunity_23622,Account_23622,Negotiation/Review,2026-02-04,71631
Opportunity_23623,Account_23623,Closed Lost,2026-07-22,64556
Opportunity_23624,Account_23624,Closed Won,2026-02-06,83900
Opportunity_23625,Account_23625,Qualification,2026-11-18,95435
Opportunity_23626,Account_23626,Closed Won,2026-05-30,92869
Opportunity_23627,Account_23627,Qualification,2026-08-12,53833
Opportunity_23628,Account_23628,Closed Lost,2026-06-04,40063
Opportunity_23629,Account_23629,Closed Won,2026-07-10,7144
Opportunity_23630,Account_23630,Proposal/Price Quote,2026-03-13,90847
Opportunity_23631,Account_23631,Closed Won,2026-01-08,68187
Opportunity_23632,Account_23632,Closed Won,2026-10-06,60850
Opportunity_23633,Account_23633,Qualification,2026-02-07,92963
Opportunity_23634,Account_23634,Proposal/Price Quote,2026-02-21,84379
Opportunity_23635,Account_23635,Proposal/Price Quote,2026-04-29,37404
Opportunity_23636,Account_23636,Qualification,2026-04-21,58441
Opportunity_23637,Account_23637,Closed Won,2026-09-08,48439
Opportunity_23638,Account_23638,Qualification,2026-08-23,83863
Opportunity_23639,Account_23639,Negotiation/Review,2026-07-27,9931
Opportunity_23640,Account_23640,Proposal/Price Quote,2026-01-23,74182
Opportunity_23641,Account_23641,Closed Lost,2026-11-28,94203
Opportunity_23642,Account_23642,Qualification,2026-07-15,99279
Opportunity_23643,Account_23643,Qualification,2026-06-14,33445
Opportunity_23644,Account_23644,Closed Lost,2026-02-17,5745
Opportunity_23645,Account_23645,Closed Won,2026-08-25,64079
Opportunity_23646,Account_23646,Closed Won,2026-06-12,94927
Opportunity_23647,Account_23647,Closed Lost,2026-12-01,71904
Opportunity_23648,Account_23648,Proposal/Price Quote,2026-08-28,40704
Opportunity_23649,Account_23649,Closed Lost,2026-01-28,90717
Opportunity_23650,Account_23650,Closed Won,2026-02-13,64042
Opportunity_23651,Account_23651,Closed Won,2026-01-28,45176
Opportunity_23652,Account_23652,Proposal/Price Quote,2026-02-07,60928
Opportunity_23653,Account_23653,Proposal/Price Quote,2026-01-25,71097
Opportunity_23654,Account_23654,Closed Lost,2026-03-26,87605
Opportunity_23655,Account_23655,Proposal/Price Quote,2026-06-27,1888
Opportunity_23656,Account_23656,Proposal/Price Quote,2026-09-27,35057
Opportunity_23657,Account_23657,Proposal/Price Quote,2026-08-17,90295
Opportunity_23658,Account_23658,Negotiation/Review,2026-07-18,26756
Opportunity_23659,Account_23659,Proposal/Price Quote,2026-03-30,45874
Opportunity_23660,Account_23660,Qualification,2026-11-17,24835
Opportunity_23661,Account_23661,Negotiation/Review,2026-02-27,53877
Opportunity_23662,Account_23662,Negotiation/Review,2026-04-28,36529
Opportunity_23663,Account_23663,Proposal/Price Quote,2026-05-14,95998
Opportunity_23664,Account_23664,Negotiation/Review,2026-01-27,72604
Opportunity_23665,Account_23665,Closed Lost,2026-01-22,41943
Opportunity_23666,Account_23666,Negotiation/Review,2026-01-18,48032
Opportunity_23667,Account_23667,Closed Won,2026-08-11,83102
Opportunity_23668,Account_23668,Proposal/Price Quote,2026-08-11,72398
Opportunity_23669,Account_23669,Negotiation/Review,2026-01-04,36968
Opportunity_23670,Account_23670,Negotiation/Review,2026-02-27,14727
Opportunity_23671,Account_23671,Proposal/Price Quote,2026-09-11,19488
Opportunity_23672,Account_23672,Negotiation/Review,2026-03-02,91137
Opportunity_23673,Account_23673,Closed Won,2025-12-12,1994
Opportunity_23674,Account_23674,Qualification,2026-07-29,79797
Opportunity_23675,Account_23675,Proposal/Price Quote,2026-08-11,82769
Opportunity_23676,Account_23676,Closed Lost,2026-02-08,88614
Opportunity_23677,Account_23677,Proposal/Price Quote,2026-06-12,52950
Opportunity_23678,Account_23678,Negotiation/Review,2026-01-22,89535
Opportunity_23679,Account_23679,Qualification,2026-08-17,51451
Opportunity_23680,Account_23680,Closed Won,2026-08-20,52483
Opportunity_23681,Account_23681,Qualification,2025-12-23,51374
Opportunity_23682,Account_23682,Closed Lost,2026-10-17,51139
Opportunity_23683,Account_23683,Proposal/Price Quote,2026-07-11,86657
Opportunity_23684,Account_23684,Closed Lost,2026-03-10,13343
Opportunity_23685,Account_23685,Proposal/Price Quote,2026-07-09,21485
Opportunity_23686,Account_23686,Proposal/Price Quote,2025-12-25,41644
Opportunity_23687,Account_23687,Qualification,2026-07-19,70466
Opportunity_23688,Account_23688,Closed Lost,2026-11-05,94941
Opportunity_23689,Account_23689,Negotiation/Review,2026-04-12,43778
Opportunity_23690,Account_23690,Negotiation/Review,2025-12-09,83420
Opportunity_23691,Account_23691,Negotiation/Review,2026-11-09,65882
Opportunity_23692,Account_23692,Qualification,2026-11-08,75523
Opportunity_23693,Account_23693,Proposal/Price Quote,2026-08-31,69666
Opportunity_23694,Account_23694,Closed Won,2026-07-09,6202
Opportunity_23695,Account_23695,Qualification,2026-08-11,33362
Opportunity_23696,Account_23696,Qualification,2026-04-05,9858
Opportunity_23697,Account_23697,Proposal/Price Quote,2026-02-25,33155
Opportunity_23698,Account_23698,Negotiation/Review,2026-06-15,64227
Opportunity_23699,Account_23699,Closed Won,2026-08-09,47258
Opportunity_23700,Account_23700,Proposal/Price Quote,2026-02-21,13404
Opportunity_23701,Account_23701,Qualification,2026-03-24,40002
Opportunity_23702,Account_23702,Negotiation/Review,2026-02-26,70415
Opportunity_23703,Account_23703,Negotiation/Review,2026-09-25,90553
Opportunity_23704,Account_23704,Proposal/Price Quote,2026-05-28,64995
Opportunity_23705,Account_23705,Closed Lost,2026-03-13,62057
Opportunity_23706,Account_23706,Closed Lost,2026-08-23,7337
